iter	Logloss
374	0.2223309406
375	0.2221896678
376	0.2219759589
377	0.2218075821
378	0.2216531877
379	0.2214864155
380	0.2212878391
381	0.2211253776
382	0.2209918697
383	0.2208683858
384	0.220678753
385	0.2204376563
386	0.2202589915
387	0.2200332404
388	0.2198266216
389	0.2196223012
390	0.2194727296
391	0.2192925989
392	0.2191699604
393	0.21896604
394	0.2188295242
395	0.2185929179
396	0.2184580808
397	0.2181772348
398	0.2179991188
399	0.2178143079
400	0.2175536136
401	0.2173842465
402	0.2171169947
403	0.2168917394
404	0.2166728135
405	0.2164714417
406	0.2163027429
407	0.2161677299
408	0.215999812
409	0.215827323
410	0.2156924175
411	0.2154996711
412	0.2153080797
413	0.2151070897
414	0.2149234117
415	0.214718672
416	0.2145340094
417	0.2144119681
418	0.2142408094
419	0.2140947983
420	0.2139411814
421	0.2136827877
422	0.2135299527
423	0.2132986377
424	0.2131454443
425	0.2129344345
426	0.2127059663
427	0.2125149763
428	0.2122855606
429	0.2121200167
430	0.2119764984
431	0.2118477673
432	0.2115789222
433	0.2113760735
434	0.2112546386
435	0.2109688936
436	0.2107632678
437	0.2106351847
438	0.2104577003
439	0.210328101
440	0.2102082097
441	0.210084019
442	0.2099294434
443	0.2097746909
444	0.2095807281
445	0.209346705
446	0.2092092988
447	0.2090682372
448	0.2089140381
449	0.2087745729
450	0.2086426678
451	0.2084989813
452	0.208377429
453	0.2082165422
454	0.2080541884
455	0.207926611
456	0.2076585766
457	0.2075237375
458	0.2074046925
459	0.2072692407
460	0.2071314683
461	0.2069927473
462	0.2068580908
463	0.2066787499
464	0.2064623848
465	0.2062969336
466	0.206173307
467	0.2059715599
468	0.2058465625
469	0.2057144058
470	0.2055845609
471	0.2053546994
472	0.2052171352
473	0.2049498891
474	0.2048028762
475	0.204652462
476	0.2043997459
477	0.2042629246
478	0.2041572381
479	0.2039792688
480	0.2036912759
481	0.2035332333
482	0.2034121946
483	0.203267677
484	0.2030531787
485	0.2029142882
486	0.2027547573
487	0.2026292357
488	0.2025013122
489	0.202372123
490	0.2021584909
491	0.2020168468
492	0.201871419
493	0.201684455
494	0.2015534959
495	0.2013936279
496	0.2011910825
497	0.2009992039
498	0.2008183753
499	0.2006857674
500	0.2004378132
501	0.2003200676
502	0.2001844355
503	0.2000493155
504	0.1998112051
505	0.1995310802
506	0.199414592
507	0.1992938142
508	0.1991705655
509	0.1990530743
510	0.1988934022
511	0.1987692087
512	0.1986492412
513	0.1985180099
514	0.1983849512
515	0.198161868
516	0.1980476278
517	0.1978689772
518	0.1977447443
519	0.1976323252
520	0.1975180113
521	0.197396134
522	0.1972206477
523	0.1971007731
524	0.1969162478
525	0.1968020442
526	0.1965809707
527	0.196319746
528	0.1962121466
529	0.1960136907
530	0.1959034453
531	0.1957962998
532	0.1956753646
533	0.1955664252
534	0.1953433996
535	0.1952239994
536	0.1951108956
537	0.1950010667
538	0.1948057507
539	0.194603647
540	0.1944400305
541	0.1943305411
542	0.1942123578
543	0.1940456829
544	0.1938531054
545	0.1936613825
546	0.1934712368
547	0.1932698472
548	0.1931453945
549	0.1929221553
550	0.1927582052
551	0.1926446023
552	0.1924306048
553	0.1923186202
554	0.1922176112
555	0.1919597201
556	0.1918287348
557	0.1916890276
558	0.1915738357
559	0.1914647686
560	0.1912392921
561	0.1911225663
562	0.1909345352
563	0.1908287888
564	0.1906231269
565	0.1905121756
566	0.1903250609
567	0.1902191952
568	0.1900260471
569	0.1898513994
570	0.1897469894
571	0.1896477029
572	0.1894274452
573	0.1892843452
574	0.1890628959
575	0.1889549013
576	0.1887486945
577	0.1886462976
578	0.1885457476
579	0.1883568563
580	0.1882606082
581	0.1881623085
582	0.188031222
583	0.1879016375
584	0.1878045461
585	0.1877009765
586	0.1875998613
587	0.1875022233
588	0.1873034215
589	0.1872011586
590	0.1870365779
591	0.1869100347
592	0.1867331176
593	0.1866344866
594	0.1864002336
595	0.1862025835
596	0.1861069076
597	0.1859271587
598	0.1857715437
599	0.1856462181
600	0.1855494608
601	0.185458731
602	0.1852993958
603	0.185087777
604	0.1849529753
605	0.1848563808
606	0.1846757221
607	0.184474426
608	0.1843765405
609	0.1842740242
610	0.18417525
611	0.1840810299
612	0.1839903678
613	0.1837905929
614	0.183700218
615	0.1836056764
616	0.1834459878
617	0.1832844482
618	0.1830816018
619	0.1829180645
620	0.1827931658
621	0.1826214027
622	0.1824089701
623	0.1823068501
624	0.1822180773
625	0.1821045886
626	0.1820142204
627	0.1819186122
628	0.1817485197
629	0.1816596567
630	0.1814918919
631	0.181400216
632	0.1813108691
633	0.181101628
634	0.180933034
635	0.1808464192
636	0.180693604
637	0.1805835149
638	0.1803958966
639	0.1803056699
640	0.1801913538
641	0.1801019271
642	0.1799873551
643	0.179897429
644	0.1798073031
645	0.1797168892
646	0.1795922874
647	0.1794132853
648	0.1792059973
649	0.1790808851
650	0.1789956304
651	0.1788350932
652	0.1786691075
653	0.1785820812
654	0.1784578697
655	0.1783720492
656	0.1782805523
657	0.1780903116
658	0.1780063218
659	0.1778540232
660	0.177769623
661	0.1776843113
662	0.1775097386
663	0.1773837516
664	0.1772035222
665	0.1770988292
666	0.1770119257
667	0.1768720557
668	0.1767862696
669	0.1767045482
670	0.1765880201
671	0.1765026522
672	0.1763250963
673	0.1761993772
674	0.1761157785
675	0.1760322081
676	0.1759702118
677	0.1759082673
678	0.1757265507
679	0.1756430807
680	0.1755771076
681	0.1754968858
682	0.1754304129
683	0.1753182862
684	0.1752555065
685	0.1751212999
686	0.1749368323
687	0.1748772902
688	0.1748147681
689	0.1747524123
690	0.1746897758
691	0.1746064291
692	0.1744521344
693	0.1743895111
694	0.1743265202
695	0.1742637113
696	0.1742008121
697	0.1741169644
698	0.1739579401
699	0.1738947462
700	0.1738317054
701	0.1737519231
702	0.1736887413
703	0.1735615064
704	0.1733734177
705	0.1732063442
706	0.1731437662
707	0.1730811773
708	0.1730220368
709	0.1729588817
710	0.1728756577
711	0.172792392
712	0.1727289503
713	0.1726210604
714	0.1725574534
715	0.1724940083
716	0.1724346528
717	0.1723711171
718	0.1723113851
719	0.1722478429
720	0.1721879957
721	0.1721242207
722	0.1720480313
723	0.1718671291
724	0.1718072107
725	0.1717435293
726	0.1716833266
727	0.1715985816
728	0.171538464
729	0.1714784123
730	0.1714144303
731	0.1713163569
732	0.1711709811
733	0.1710863503
734	0.1710264471
735	0.1709663419
736	0.1708805808
737	0.1707669685
738	0.1707027466
739	0.1706426591
740	0.1705461274
741	0.17048591
742	0.1704254723
743	0.1703610357
744	0.1703005536
745	0.1702398644
746	0.170179316
747	0.1701231287
748	0.1700626617
749	0.1700022651
750	0.1698332119
751	0.1697729816
752	0.1697126464
753	0.1696523371
754	0.1695749762
755	0.1695145423
756	0.1694541826
757	0.1693933984
758	0.1693142227
759	0.1692574621
760	0.1691966884
761	0.1690486051
762	0.1689923949
763	0.1689320209
764	0.1688506104
765	0.1687902638
766	0.1687297705
767	0.1686734891
768	0.1685406084
769	0.1683937512
770	0.1683337231
771	0.168273435
772	0.1681318501
773	0.1680532212
774	0.1679930421
775	0.1679369635
776	0.1678767644
777	0.1678164668
778	0.1677563563
779	0.1676212046
780	0.1675615043
781	0.1674816486
782	0.1674217984
783	0.167361967
784	0.1673062352
785	0.1672463669
786	0.1671861044
787	0.1670922592
788	0.1670321866
789	0.1669746004
790	0.1669183501
791	0.1668580927
792	0.1667976976
793	0.1667419034
794	0.1666654679
795	0.1666098419
796	0.1665498296
797	0.1664939684
798	0.1663786418
799	0.1663190179
800	0.1661419924
801	0.1660825444
802	0.1660042208
803	0.1659273626
804	0.1658721305
805	0.1657348699
806	0.1656755809
807	0.1656202232
808	0.1655607269
809	0.1655011459
810	0.1654455785
811	0.1653296457
812	0.1652725857
813	0.1652199509
814	0.1651611444
815	0.1650320407
816	0.1649565311
817	0.1648975184
818	0.1648424018
819	0.1647833151
820	0.1646788304
821	0.1646019331
822	0.1645427329
823	0.1644231168
824	0.1643642052
825	0.1642357349
826	0.1641550274
827	0.1640210445
828	0.16396631
829	0.1637871809
830	0.1637287541
831	0.1636701659
832	0.1636156247
833	0.1635571653
834	0.1634990218
835	0.1634446624
836	0.1633864539
837	0.1633320554
838	0.1632736973
839	0.1631971557
840	0.1631427053
841	0.1630452393
842	0.1629690071
843	0.1629108095
844	0.1628562859
845	0.162797986
846	0.1627433464
847	0.1626848801
848	0.1626303255
849	0.1625742308
850	0.1625199968
851	0.1624618982
852	0.1623909543
853	0.1623115211
854	0.1621469993
855	0.1620931236
856	0.1620352723
857	0.1619812898
858	0.1619233132
859	0.1618084093
860	0.1617545431
861	0.1616964495
862	0.1615461195
863	0.1614882779
864	0.1614346076
865	0.1613768696
866	0.161323225
867	0.1612656623
868	0.1612120276
869	0.1611546934
870	0.1611010789
871	0.1610435352
872	0.160967194
873	0.1609095651
874	0.1608559299
875	0.1607981827
876	0.1607443967
877	0.1606906524
878	0.1606328099
879	0.1605789367
880	0.1605044403
881	0.1603732571
882	0.160318205
883	0.1602648568
884	0.1602118547
885	0.1601387157
886	0.1600855696
887	0.1599263646
888	0.1598696235
889	0.1597894711
890	0.1597389398
891	0.1596818357
892	0.1596289663
893	0.1595760446
894	0.1594693336
895	0.1594125072
896	0.1593596242
897	0.1593024973
898	0.1592497225
899	0.1591970054
900	0.1591236617
901	0.1590709512
902	0.1590146823
903	0.1589622078
904	0.1589096704
905	0.1588320085
906	0.1587796099
907	0.1587271137
908	0.1585472527
909	0.1584950782
910	0.1584389637
911	0.158386827
912	0.1583304696
913	0.1581963628
914	0.1580701671
915	0.158018183
916	0.1579423808
917	0.1578904176
918	0.1578345992
919	0.1577048794
920	0.1576367308
921	0.1575814348
922	0.1575300871
923	0.157474654
924	0.1574231914
925	0.157369872
926	0.1573185069
927	0.1572627587
928	0.157211365
929	0.1570555886
930	0.1569887721
931	0.1568950759
932	0.1568399442
933	0.1567886417
934	0.1567335621
935	0.1566821563
936	0.1566311491
937	0.156576044
938	0.1565251285
939	0.1564700711
940	0.1564191564
941	0.1563458197
942	0.1562949504
943	0.1562438612
944	0.1561700383
945	0.1561189752
946	0.1560638612
947	0.1560126746
948	0.1559616147
949	0.1558087541
950	0.1557537275
951	0.1557027803
952	0.1556541005
953	0.1555171117
954	0.1554627274
955	0.1554122288
956	0.155357888
957	0.1553074931
958	0.155257026
959	0.1552026391
960	0.155077482
961	0.1550233015
962	0.1549729813
963	0.1549225954
964	0.1548680046
965	0.1548175035
966	0.1547103276
967	0.1546373252
968	0.1545438782
969	0.1544938069
970	0.1544217604
971	0.1543717246
972	0.15431791
973	0.1542679033
974	0.1542181728
975	0.1541661508
976	0.1540976624
977	0.1540438109
978	0.1539938885
979	0.1539440013
980	0.1538900716
981	0.1538400623
982	0.1537900979
983	0.1537399176
984	0.1536858587
985	0.1535926982
986	0.1535208298
987	0.1534708764
988	0.153400828
989	0.1533472263
990	0.1532975636
991	0.1532479505
992	0.1531475607
993	0.1530982612
994	0.1529764183
995	0.1529231648
996	0.1527635343
997	0.1527146782
998	0.1526618034
999	0.1526128968
